sep=;
experiment_start_time;redirector;resetter;tracking_size_x;tracking_size_z;reset_count;virtual_distance_between_resets_median;time_elapsed_between_resets_median;sum_injected_translation;sum_injected_rotation_g_r;sum_injected_rotation_g_c;sum_real_distance_travelled;sum_virtual_distance_travelled;min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;normalized_distance_to_boundary_average;normalized_distance_to_center_average;experiment_duration;average_sampling_interval;
2017 03 06 13:23:57;ZigZagRedirector;TwoOneTurnResetter;20;20;0;33.09531;38.29999;6.451879;192.9462;48.34299;26.64347;33.09531;0.2448299;0.26;-0.2;0.2;-7.639437;7.639438;0.01716038;0.001716037;0.01740104;0.04910837;0.1290217;0.01256335;0.05374107;(0.2, 0.1);(0.4, 0.4);0.7972737;0.2113358;0.05934291;0.01573021;38.29999;0.1200627;
